game_id,player_id,team_id,opponent_team_id,minutes,off_poss,def_poss,drives,drive_fgm,drive_fga,drive_ftm,drive_fta,drive_points,drive_passes,drive_assists,drive_turnovers,drive_fouls,passes_made,passes_received,assists,ft_assists,secondary_assists,potential_assists,adj_assists,assist_pts,steals,blocks,def_rim_fgm,def_rim_fga,touches,front_court_touches,time_of_poss,seconds_per_touch,dribbles_per_touch,elbow_touches,elbow_touch_fgm,elbow_touch_fga,elbow_touch_ftm,elbow_touch_fta,elbow_touch_points,elbow_touch_passes,elbow_touch_assists,elbow_touch_turnovers,elbow_touch_fouls,paint_touches,paint_touch_fgm,paint_touch_fga,paint_touch_ftm,paint_touch_fta,paint_touch_points,paint_touch_passes,paint_touch_assists,paint_touch_turnovers,paint_touch_fouls,post_touches,post_touch_fgm,post_touch_fga,post_touch_ftm,post_touch_fta,post_touch_points,post_touch_passes,post_touch_assists,post_touch_turnovers,post_touch_fouls,oreb,oreb_contest,oreb_uncontest,oreb_chances,oreb_chance_defer,dreb,dreb_contest,dreb_uncontest,dreb_chances,dreb_chance_defer,feet,miles,miles_off,miles_def,avg_speed,avg_speed_off,avg_speed_def
0022300003,1629673,1610612764,1610612748,28.42,59,59,10,3,6,0,0,6,2,1,1,0,32,40,6,1,1,8,7,13,4,0,0,0,51,28,3.2,3.79,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,10598,2.01,1.14,0.87,4.0,4.31,3.66
0022300004,1628372,1610612751,1610612741,16.45,33,32,4,1,3,0,0,2,1,0,0,0,13,20,1,0,0,2,1,2,1,0,0,0,24,14,1.4,3.45,3.04,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,2,1,6568,1.24,0.68,0.57,4.15,4.59,4.4
0022300006,1630192,1610612743,1610612742,11.58,24,23,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,2,13,5,0.4,1.64,0.54,1,1,1,0,0,2,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,3,1,2,4,0,4832,0.92,0.53,0.39,4.25,4.4,4.07
0022300007,203924,1610612757,1610612763,43.73,88,87,12,2,9,1,2,5,1,0,1,1,35,48,3,0,0,6,3,7,0,1,1,3,66,41,3.3,3.04,1.92,5,1,2,1,2,4,2,1,0,1,5,1,3,1,2,3,1,1,0,1,2,0,1,0,0,0,1,0,0,0,2,2,0,5,0,6,2,4,10,2,16389,3.1,1.59,1.52,3.96,4.19,3.76
0022300010,1627827,1610612751,1610612738,27.48,51,53,2,0,1,0,0,0,1,0,0,0,30,28,2,0,1,5,3,6,0,1,1,3,36,28,0.9,1.54,0.58,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,5,0,1,1,0,3,1,10166,1.93,1.07,0.86,3.85,4.19,3.89
0022300011,1629627,1610612740,1610612745,33.62,68,70,22,5,12,2,4,13,5,0,1,2,34,41,1,1,0,6,2,5,0,1,0,2,61,34,4.1,4.01,3.39,2,1,1,0,0,2,0,0,1,0,3,2,2,2,2,6,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,1,1,5,1,6,1,5,9,0,13396,2.54,1.4,1.14,3.75,4.21,3.31
0022300016,203458,1610612758,1610612760,9.67,20,20,0,0,0,0,0,0,0,0,0,0,21,13,0,0,0,2,0,0,0,2,1,2,25,15,0.5,1.3,0.4,2,0,0,1,2,1,1,0,0,1,5,1,1,0,0,2,3,0,1,0,1,0,0,0,0,0,0,0,1,0,3,3,0,4,0,3,1,2,4,0,3839,0.73,0.42,0.31,3.93,4.02,3.82
0022300016,1631119,1610612760,1610612758,18.4,34,33,1,0,0,1,2,1,0,0,0,1,30,17,2,1,0,6,3,6,1,0,1,4,33,17,0.9,1.6,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,3,7,0,7137,1.35,0.69,0.66,4.27,4.46,4.09
0022300019,203496,1610612755,1610612754,16.27,38,39,1,1,1,0,0,2,0,0,0,0,10,10,1,0,0,0,1,2,0,1,0,0,13,7,0.3,1.43,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,2,1,7091,1.34,0.7,0.64,4.47,4.54,4.38
0022300020,1628372,1610612751,1610612753,18.92,39,40,5,2,4,0,0,4,0,0,1,0,31,32,5,0,0,6,5,13,2,0,0,0,42,19,2.6,3.69,3.0,1,0,0,0,0,0,0,0,1,0,2,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,2,4,1,7576,1.43,0.74,0.69,4.08,4.34,3.85
0022300020,1630175,1610612753,1610612751,27.9,56,55,10,0,2,0,0,0,4,2,1,0,39,47,2,0,0,5,2,5,0,0,3,3,59,33,3.9,4.0,3.2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,2,3,0,3,0,3,5,1,12023,2.28,1.29,0.98,4.62,4.96,4.25
0022300020,1630532,1610612753,1610612751,35.88,68,67,11,3,5,0,0,6,6,4,0,0,47,49,5,1,0,10,6,14,0,0,3,4,66,44,3.1,2.82,2.09,0,0,0,0,0,0,0,0,0,0,4,2,2,2,2,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,1,4,0,5,1,4,9,1,15186,2.88,1.66,1.22,4.56,5.27,3.83
0022300022,1630529,1610612740,1610612742,30.62,66,67,4,1,1,1,2,3,1,0,0,1,47,38,4,0,1,4,5,9,5,2,1,4,63,34,2.3,2.15,1.14,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,2,1,6,0,12593,2.39,1.27,1.12,4.39,4.96,3.88
0022300028,1628404,1610612752,1610612764,31.68,61,61,2,0,1,0,0,0,0,0,1,0,30,18,2,0,1,1,2,2,0,2,1,2,39,21,1.3,1.98,0.9,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,4,1,3,7,2,11909,2.26,1.28,0.98,4.09,4.32,3.82
0022300028,1630557,1610612764,1610612752,26.27,50,51,2,1,1,0,0,3,1,0,0,0,16,13,1,0,0,2,1,2,1,0,2,2,22,14,0.6,1.68,1.09,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,1,1,0,5,0,10659,2.02,1.12,0.9,4.19,4.96,3.52
0022300029,1630194,1610612755,1610612737,11.45,24,25,1,1,1,0,0,2,0,0,0,0,7,6,0,1,0,2,1,2,0,0,2,2,10,7,0.4,2.16,0.7,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,4,2,4834,0.92,0.5,0.41,4.52,4.66,4.35
0022300031,1630173,1610612761,1610612738,24.43,48,48,1,1,1,0,0,2,0,0,0,0,23,14,1,0,0,2,1,2,2,0,0,1,29,10,0.9,1.81,1.03,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,9,14,0,9337,1.77,0.93,0.84,4.16,4.08,3.77
0022300034,1630529,1610612740,1610612743,36.87,72,74,4,1,3,0,0,2,0,0,1,0,44,36,4,0,0,7,4,11,3,1,3,4,55,28,2.5,2.77,2.07,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,4,9,1,14950,2.83,1.54,1.29,4.3,4.44,4.15
0022300036,1626174,1610612747,1610612757,19.9,36,36,3,1,2,0,0,2,1,0,0,0,22,18,0,0,0,1,0,0,0,0,0,0,35,20,1.0,1.68,0.54,1,0,0,0,0,0,1,0,0,0,4,3,3,0,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,5,1,8,4,4,11,0,6880,1.3,0.7,0.6,3.72,3.76,3.68
0022300036,1631101,1610612757,1610612747,38.02,79,77,13,0,3,0,0,0,6,0,3,0,35,52,2,0,0,8,2,4,1,1,2,3,65,31,5.7,5.27,4.65,1,0,0,0,0,0,1,1,0,0,2,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,6,0,7,1,6,11,1,15525,2.94,1.66,1.28,4.33,5.06,3.89
0022300040,1630178,1610612755,1610612739,46.82,94,94,17,7,11,0,0,14,6,2,0,0,81,98,6,1,1,13,7,15,1,0,2,2,114,39,9.4,4.97,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,4,5,0,18750,3.55,2.0,1.55,4.3,4.94,3.69
0022300043,1630202,1610612738,1610612753,13.12,28,28,0,0,0,0,0,0,0,0,0,0,17,17,2,0,0,2,2,5,0,0,3,3,20,8,1.5,4.4,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,1,0,5536,1.05,0.54,0.51,4.22,4.32,4.11
0022300045,200768,1610612748,1610612752,33.37,68,68,8,1,2,0,0,2,5,0,0,0,54,51,2,3,2,9,7,11,2,0,2,2,68,30,3.9,3.47,2.88,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,6,0,5,1,3,7,0,12536,2.37,1.27,1.1,4.06,4.56,3.6
0022300048,1630256,1610612745,1610612743,15.8,30,30,4,2,3,0,0,4,1,0,0,0,12,11,0,0,0,1,0,0,0,1,0,1,18,10,0.8,2.57,1.61,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,0,3,7,2,6461,1.22,0.66,0.57,3.96,4.97,3.71
0022300049,201572,1610612749,1610612764,32.15,69,69,4,3,3,2,2,8,0,0,0,1,29,35,1,0,1,2,2,2,2,3,7,16,50,33,1.2,1.41,0.5,7,4,4,0,0,8,2,0,1,0,4,3,3,0,0,6,1,0,0,0,2,1,1,0,0,2,1,0,0,0,0,0,0,0,0,6,2,4,14,5,11677,2.21,1.15,1.06,3.85,4.28,3.77
0022300050,1628368,1610612758,1610612750,37.13,75,75,28,7,20,2,2,17,7,1,0,1,59,81,12,0,0,16,11,28,1,0,1,1,97,35,8.5,5.23,4.76,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,5,0,5,0,5,7,1,15863,3.0,1.65,1.36,4.49,4.64,4.34
0022300051,201939,1610612744,1610612759,34.82,77,78,13,1,4,0,0,2,8,2,1,0,54,70,6,1,1,10,8,16,1,0,4,7,85,31,5.9,4.14,4.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,7,2,14310,2.71,1.51,1.2,4.32,4.88,3.79
0022300053,201950,1610612738,1610612741,33.18,70,70,2,0,0,0,0,0,2,2,0,0,49,44,9,0,1,12,10,24,1,0,2,3,62,23,2.7,2.66,2.26,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,3,1,6,0,6,9,2,13302,2.52,1.35,1.17,4.28,4.42,4.13
0022300053,1630573,1610612738,1610612741,20.72,39,38,2,0,1,0,0,0,1,0,0,0,19,19,2,0,0,2,2,6,0,0,2,3,34,21,0.7,1.16,0.41,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,6,0,6,1,4,9,1,8690,1.65,0.96,0.68,4.4,5.18,4.13
0022300055,1629726,1610612737,1610612739,3.9,9,9,1,0,0,0,0,0,1,0,0,0,5,4,0,0,0,1,0,0,0,0,0,0,6,5,0.1,1.08,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1614,0.31,0.21,0.09,4.08,4.31,3.69
0022300059,203957,1610612742,1610612745,15.05,32,33,6,1,1,4,4,6,2,0,1,2,19,21,3,0,1,4,4,7,1,0,2,2,28,10,1.8,3.83,3.82,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3,0,6243,1.18,0.62,0.56,4.39,4.77,4.07
0022300060,203967,1610612744,1610612758,17.12,38,39,1,0,0,0,0,0,1,0,0,0,28,27,3,0,0,6,3,7,0,0,5,5,35,27,1.0,1.66,0.74,3,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,1,0,1,3,0,1,0,1,4,0,7171,1.36,0.75,0.61,4.56,4.05,4.45
0022300060,1626168,1610612758,1610612744,24.12,50,49,2,0,0,0,0,0,2,0,0,0,36,22,0,2,0,4,2,4,0,1,1,2,45,27,1.0,1.33,0.33,1,0,0,0,0,0,1,0,0,0,4,1,2,2,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,1,4,0,3,1,2,6,2,10506,1.99,1.04,0.95,4.62,5.15,4.2
0022300066,1629643,1610612753,1610612745,4.8,11,11,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,1,6,1,0.3,2.93,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,5,0,2163,0.41,0.18,0.23,3.06,4.7,2.26
0022300068,202692,1610612765,1610612748,24.95,47,47,4,0,2,1,2,1,0,0,0,1,16,16,0,0,0,1,0,0,0,1,0,0,26,11,1.2,2.74,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,6,0,10164,1.93,0.98,0.94,3.84,4.0,3.67
0022300068,1631093,1610612765,1610612748,17.13,33,34,6,1,4,2,2,4,0,0,1,1,11,19,3,0,0,5,3,6,0,0,0,0,22,12,1.8,4.83,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,4,1,7174,1.36,0.72,0.63,4.23,4.37,3.53
0022300069,203937,1610612750,1610612761,30.32,65,64,9,0,3,0,0,0,6,1,0,0,41,33,5,1,1,13,7,14,2,0,2,4,52,27,2.8,3.26,2.37,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,6,0,7,3,4,11,1,12729,2.41,1.28,1.13,3.97,4.65,3.39
0022300069,1630173,1610612761,1610612750,24.28,50,50,3,0,1,0,0,0,1,0,1,0,41,33,0,0,1,5,1,0,0,0,3,5,53,32,1.6,1.78,0.77,5,1,2,0,0,2,3,0,0,0,7,3,4,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,10,0,5,1,4,8,2,10342,1.96,1.08,0.87,4.17,4.12,4.22
0022300076,1629637,1610612747,1610612756,5.95,13,11,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,1,0,0,1,0,0,1,8,3,0.2,1.36,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2452,0.46,0.25,0.21,4.64,5.62,3.68
0022300078,203935,1610612763,1610612743,30.83,66,65,5,3,4,0,0,6,1,1,0,0,30,38,5,1,0,10,5,9,5,0,0,0,46,25,3.4,4.47,3.48,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,1,4,2,11980,2.27,1.22,1.05,4.03,4.48,3.31
0022300079,1631100,1610612737,1610612752,8.22,19,20,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,7,4,0.1,1.22,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,3,0,3640,0.69,0.37,0.32,4.63,5.72,3.69
0022300081,1629731,1610612739,1610612760,26.55,58,60,0,0,0,0,0,0,0,0,0,0,18,12,0,0,0,0,0,0,2,0,1,1,26,12,0.5,1.22,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,7,1,11084,2.1,1.04,1.06,4.19,4.22,4.16
0022300081,1631172,1610612760,1610612739,11.43,25,24,0,0,0,0,0,0,0,0,0,0,13,9,2,0,0,1,2,5,0,0,3,3,15,10,0.4,1.51,0.4,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,5099,0.97,0.49,0.48,4.84,5.08,4.62
0022300083,1630200,1610612759,1610612745,32.93,67,67,8,2,4,0,0,4,4,2,0,0,65,59,8,0,0,11,8,21,2,0,2,2,79,23,6.8,5.15,4.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,5,0,3,0,3,6,0,14785,2.8,1.45,1.35,4.27,4.43,4.13
0022300086,1629680,1610612757,1610612753,16.68,34,36,2,0,0,0,0,0,2,0,0,0,15,6,0,0,0,1,0,0,1,1,1,2,16,8,0.4,1.64,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,4,0,7151,1.35,0.69,0.66,4.44,4.12,4.83
0022300089,1631223,1610612763,1610612764,23.95,49,50,5,1,2,0,0,3,2,0,1,0,13,12,2,0,0,2,2,4,0,1,2,2,24,9,1.1,2.7,1.92,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,2,4,0,10380,1.97,1.05,0.92,4.27,5.08,3.59
0022300092,1629018,1610612761,1610612755,33.08,63,63,9,1,6,1,2,3,1,0,1,1,19,31,0,0,0,2,0,0,1,0,0,2,38,34,1.2,1.94,1.32,1,1,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,3,1,12756,2.42,1.16,1.26,4.05,4.4,4.06
0022300092,1630567,1610612761,1610612755,36.65,70,72,5,3,4,0,0,6,0,0,1,0,58,52,5,2,1,12,8,18,0,2,3,4,78,39,3.3,2.57,1.74,4,2,2,0,0,4,2,1,0,0,3,2,2,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,7,4,3,10,0,15346,2.91,1.43,1.48,4.29,4.6,4.04
0022300099,203496,1610612746,1610612759,26.48,56,58,1,0,0,0,0,0,1,0,0,0,29,17,3,0,1,2,4,8,1,1,1,1,32,13,1.0,1.96,0.56,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,1,5,0,10577,2.0,1.09,0.91,4.03,4.42,3.65
0022300099,1641738,1610612746,1610612759,4.83,10,10,0,0,0,0,0,0,0,0,0,0,8,4,1,0,0,1,1,2,1,0,0,0,10,4,0.3,1.57,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,5,0,1827,0.35,0.21,0.14,3.48,4.24,2.56
0022300103,1629673,1610612764,1610612738,25.27,55,55,7,2,4,0,0,4,2,0,1,0,32,34,2,0,1,6,3,5,3,1,3,3,46,25,2.1,2.7,2.15,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,0,2,0,1,0,1,2,1,9386,1.78,0.98,0.8,3.99,4.57,3.45
0022300108,202709,1610612744,1610612740,4.65,10,10,0,0,0,0,0,0,0,0,0,0,9,9,1,0,0,1,1,3,0,0,0,0,10,5,0.5,2.9,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2034,0.39,0.21,0.17,4.75,4.49,5.03
0022300109,1630846,1610612760,1610612765,21.15,43,45,0,0,0,0,0,0,0,0,0,0,20,6,1,0,0,2,1,3,0,3,2,6,23,7,0.3,0.87,0.17,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,8,0,8,10,1,8904,1.69,0.9,0.79,4.51,5.47,3.76
0022300109,1631096,1610612760,1610612765,24.03,54,50,2,0,0,2,2,2,0,0,1,1,34,24,3,0,0,1,3,7,2,4,6,15,44,19,1.3,1.74,0.66,2,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,2,9,0,9370,1.77,0.99,0.78,4.03,4.5,3.55
0022300111,1630175,1610612753,1610612747,21.15,43,44,11,3,6,1,2,7,3,0,1,1,28,35,2,1,1,6,4,7,3,0,0,0,45,21,3.6,4.81,4.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,3,0,9061,1.72,0.93,0.79,4.48,4.92,4.07
0022300111,1630532,1610612753,1610612747,36.85,77,76,11,1,5,2,2,4,5,1,0,1,38,42,4,1,1,7,6,12,2,0,1,1,62,42,3.0,2.89,1.94,1,0,1,0,0,0,0,0,0,0,5,2,3,2,2,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,6,1,6,0,6,10,0,15288,2.9,1.64,1.25,4.23,4.91,3.61
0022300112,1628378,1610612739,1610612752,28.8,56,56,16,4,7,0,0,8,7,2,1,0,39,47,3,0,2,6,5,7,3,0,0,0,71,24,6.4,5.45,5.2,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,1,2,0,10772,2.04,1.06,0.98,3.95,4.61,3.73
0022300112,1628392,1610612752,1610612739,22.85,46,46,1,1,1,0,0,2,0,0,0,0,25,21,1,0,0,2,1,3,2,1,2,6,41,20,1.0,1.52,0.51,4,0,1,0,0,0,3,1,0,0,5,2,3,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,9,0,3,0,3,7,1,9493,1.8,0.97,0.83,4.35,4.81,3.88
0022300113,203926,1610612759,1610612756,15.32,33,33,0,0,0,0,0,0,0,0,0,0,15,11,1,0,0,2,1,3,1,0,0,0,18,14,0.5,1.83,0.61,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,6716,1.27,0.68,0.59,4.65,4.96,4.34
0022300115,203924,1610612757,1610612765,38.05,83,82,5,2,5,0,0,4,0,0,0,0,21,34,0,0,0,0,0,0,1,0,1,3,45,30,2.2,2.99,2.0,1,0,0,2,2,2,0,0,0,0,3,1,2,2,2,5,0,0,0,0,2,1,1,0,0,2,1,0,0,0,0,0,0,2,0,1,0,1,2,0,14722,2.79,1.46,1.33,4.07,4.44,3.72
0022300117,1629631,1610612737,1610612764,32.63,76,76,5,2,4,0,0,5,0,0,1,0,41,40,3,1,0,5,4,8,2,0,5,6,64,36,2.1,1.95,1.11,1,1,1,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,1,1,0,0,3,1,1,0,0,0,0,0,2,0,7,1,5,10,2,13692,2.59,1.36,1.24,4.16,4.52,3.81
0022300118,1628401,1610612738,1610612754,26.83,59,59,1,1,1,0,0,2,0,0,0,0,22,25,4,0,0,1,4,10,0,0,3,3,34,9,2.1,3.79,3.65,1,1,1,0,0,2,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,2,3,1,11252,2.13,1.08,1.05,4.18,4.65,3.75
0022300119,1630549,1610612751,1610612748,12.7,27,27,0,0,0,0,0,0,0,0,0,0,16,4,1,0,0,2,1,3,1,0,0,0,20,5,0.5,1.43,0.55,0,0,0,0,0,0,0,0,0,0,4,1,2,1,2,3,1,1,0,1,1,1,1,0,0,2,0,0,0,0,1,1,0,6,1,6,3,3,9,1,5384,1.02,0.56,0.46,4.1,5.02,4.02
0022300122,1630256,1610612745,1610612766,18.92,43,43,2,0,2,0,0,0,0,0,0,0,27,20,5,0,0,6,5,10,0,0,1,1,35,17,1.6,2.79,1.66,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1,5,3,2,8,1,8075,1.53,0.86,0.67,4.38,4.88,4.44
0022300124,1641726,1610612742,1610612741,33.35,67,66,0,0,0,0,0,0,0,0,0,0,44,26,6,1,0,12,7,19,2,1,4,5,51,32,1.2,1.45,0.22,6,0,0,0,2,0,4,2,0,1,12,3,5,0,2,6,6,2,0,1,0,0,0,0,0,0,0,0,0,0,7,1,6,14,1,6,0,5,10,1,12736,2.41,1.38,1.04,4.27,4.66,3.82
0022300125,1629723,1610612763,1610612762,17.52,40,40,2,1,1,0,0,2,1,0,0,0,26,19,2,0,0,3,2,4,0,0,1,2,35,18,1.2,2.14,1.09,1,1,1,0,0,2,0,0,0,0,4,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,4,3,0,5,1,7840,1.48,0.83,0.66,4.59,4.88,4.29
0022300125,1630217,1610612763,1610612762,27.08,60,59,7,1,2,0,0,2,3,0,1,0,40,48,0,0,0,10,0,0,1,0,3,3,66,37,3.3,3.01,2.08,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1,2,1,1,3,0,11254,2.13,1.16,0.97,4.18,5.03,3.79
0022300125,1630533,1610612763,1610612762,19.15,44,44,0,0,0,0,0,0,0,0,0,0,11,9,0,0,0,1,0,0,0,2,2,3,18,9,0.4,1.41,0.89,2,0,0,0,0,0,2,0,0,0,3,1,2,2,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0,2,5,0,7823,1.48,0.75,0.73,4.17,4.77,3.64
0022300126,203110,1610612744,1610612758,27.52,54,56,1,0,0,2,2,2,0,0,0,1,51,48,9,1,0,12,10,22,2,2,0,1,65,42,2.1,1.96,0.83,1,0,0,0,0,0,1,1,0,0,6,1,2,0,0,2,3,2,1,0,4,0,0,0,0,0,3,0,0,0,2,1,1,3,0,0,0,0,1,0,10603,2.01,1.09,0.92,4.04,4.3,3.77
